,time,open,high,low,close,volume,MA50,MA200,sup,Buy_signal,Sell_signal
910,2016-09-01,38610,38910,38000,38310,242130,37817.8,29525.6,35814.94037,0,0
911,2016-09-05,38000,38310,37700,38000,307240,37854,29591.15,35814.94037,0,0
912,2016-09-06,38000,38910,38000,38610,299840,37896.2,29658.6,35814.94037,0,0
913,2016-09-07,38000,38610,37400,38000,341850,37926.2,29723.55,35814.94037,0,0
914,2016-09-08,38000,39210,38000,38910,253060,37956.4,29793.05,35814.94037,0,0
915,2016-09-09,39210,40120,38910,38910,390520,37980.6,29862.3,36348.87953,0,0
916,2016-09-12,38000,38310,37700,38070,199240,37951.6,29927.9,36348.87953,0,0
917,2016-09-13,37700,38610,37700,38310,159100,37915.4,29995,36348.87953,0,0
918,2016-09-14,38310,38420,37940,38310,183850,37891.2,30060.95,36348.87953,0,0
919,2016-09-15,37700,38310,37700,38000,301400,37873,30125.35,36348.87953,0,0
920,2016-09-16,38000,38120,37880,38120,104950,37827,30192.1,36348.87953,0,0
921,2016-09-19,38180,38610,38120,38610,127030,37803,30266.2,36348.87953,0,0
922,2016-09-20,38550,39810,38310,39810,221460,37827,30346.9,36423.59765,0,0
923,2016-09-21,39810,40840,39570,40770,399860,37864.2,30432.4,37400.94084,0,0
924,2016-09-22,41500,41620,40900,40900,240820,37886,30520.55,38492.23501,0,0
925,2016-09-23,40840,41380,40660,41380,162790,37935.4,30611.1,38492.23501,0,0
926,2016-09-26,41020,41320,40470,41320,261700,37989.6,30703.95,38492.23501,0,0
927,2016-09-27,41320,41810,41080,41810,318780,38041.6,30799.5,38828.1859,0,0
928,2016-09-28,41620,42220,41620,42220,459890,38113.8,30898.85,39419.87362,0,0
929,2016-09-29,43430,44760,43430,44150,456820,38242.8,31009.55,40863.46311,0,0
930,2016-09-30,44460,44520,42820,42820,343210,38339.2,31112.8,40863.46311,0,0
931,2016-10-03,42940,43430,42820,43120,125030,38459.6,31220.45,40863.46311,0,0
932,2016-10-04,43120,43720,42520,43180,157860,38575.2,31326.3,40863.46311,0,0
933,2016-10-05,43180,43850,43180,43480,116800,38733,31432.85,40863.46311,0,0
934,2016-10-06,43720,43850,42820,42820,86330,38859.4,31537.55,40863.46311,0,0
935,2016-10-07,43610,43610,42820,43060,109370,39021,31644.25,40863.46311,0,0
936,2016-10-10,43060,43060,40990,40990,128380,39135,31743.25,40863.46311,0,0
937,2016-10-11,42080,43720,41480,43720,291730,39285.6,31855.25,40863.46311,0,0
938,2016-10-12,43720,43720,42520,42820,146820,39424.2,31962.5,40863.46311,0,0
939,2016-10-13,41910,43120,41910,43120,96960,39574.8,32070.15,40863.46311,0,0
940,2016-10-14,43240,43610,43000,43000,76660,39717,32176.85,40863.46311,0,0
941,2016-10-17,43000,43000,41910,42210,119640,39843.4,32281.65,40863.46311,0,0
942,2016-10-18,42210,42390,41420,41610,128270,39945.6,32384.3,40863.46311,0,0
943,2016-10-19,41910,42210,41670,41970,90290,40043,32488.75,40863.46311,0,0
944,2016-10-20,42390,42390,41910,41910,144580,40133.2,32593.8,40863.46311,0,0
945,2016-10-21,41610,41910,41370,41910,186160,40223.4,32698.85,40863.46311,0,0
946,2016-10-24,41370,41840,41370,41370,112040,40290.8,32801.45,40863.46311,0,0
947,2016-10-25,41300,41610,40750,41480,187330,40348.2,32904.05,40863.46311,0,0
948,2016-10-26,41240,41480,41120,41120,143550,40404.4,33010.05,40863.46311,0,0
949,2016-10-27,41120,41300,40820,41170,128110,40461.6,33114.85,40863.46311,0,0
950,2016-10-28,40990,41420,40990,41300,117960,40539.6,33220.3,40863.46311,0,0
951,2016-10-31,41300,41300,40080,40080,297550,40563,33320.5,43043.1052,0,1
952,2016-11-01,39770,40570,39660,40390,285650,40580.4,33421.4,42521.94732,0,0
953,2016-11-02,40390,40570,39910,40020,140040,40614.6,33522.15,42521.94732,0,0
954,2016-11-03,39970,39970,38620,39660,224930,40641.6,33621.4,41905.81844,0,0
955,2016-11-04,39910,39910,39420,39910,92300,40691.8,33728.85,41905.81844,0,0
956,2016-11-07,39910,40870,39480,40870,152080,40743,33841.1,41905.81844,0,0
957,2016-11-08,41170,41170,40820,41120,157360,40805.4,33958.1,41905.81844,0,0
958,2016-11-09,40080,41120,38870,40750,239570,40842.2,34075.25,41905.81844,0,0
959,2016-11-10,40750,41610,40750,41300,244160,40896,34189.35,41905.81844,0,0
960,2016-11-11,41300,41910,41300,41370,31690,40957.2,34297.45,41905.81844,0,0
961,2016-11-14,41300,41300,40570,40690,89780,41011,34398.4,41905.81844,0,0
962,2016-11-15,40690,40930,40450,40820,92810,41055.2,34497.1,41905.81844,0,0
963,2016-11-16,41240,41480,40750,40870,125530,41112.6,34595.5,41905.81844,0,0
964,2016-11-17,40990,40990,40820,40820,73200,41150.8,34686.4,41905.81844,0,0
965,2016-11-18,40690,40870,40690,40820,78920,41189,34782.2,41905.81844,0,0
966,2016-11-21,40820,40930,40820,40870,70110,41245,34882.6,41905.81844,0,0
967,2016-11-22,41300,42210,41300,41720,93310,41313.2,34980.9,41905.81844,0,0
968,2016-11-23,41720,42030,41610,41670,59900,41380.4,35079.5,41905.81844,0,0
969,2016-11-24,41420,41670,41300,41420,47110,41448.8,35176.85,41905.81844,0,0
970,2016-11-25,41300,41420,40990,41300,126720,41512.4,35273.05,41905.81844,0,0
971,2016-11-28,41300,41370,40990,41300,156290,41566.2,35364.05,41905.81844,0,0
972,2016-11-29,40510,41300,39170,39170,165130,41553.4,35446.15,42582.52989,0,0
973,2016-11-30,39170,39170,38270,38820,197670,41514.4,35519.85,41117.88277,0,0
974,2016-12-01,41480,41480,41300,41480,355160,41526,35604.5,38194.67191,1,0
975,2016-12-02,41910,42080,40990,41240,125390,41523.2,35686.85,38329.0045,0,0
976,2016-12-05,40820,41120,40080,40390,43400,41504.6,35763.75,38329.0045,0,0
977,2016-12-06,40690,40690,38870,40630,141330,41481,35843.3,38329.0045,0,0
978,2016-12-07,39660,40510,39480,39660,50640,41429.8,35920.95,38329.0045,0,0
979,2016-12-08,38870,39770,38820,39480,109720,41336.4,35995.6,38329.0045,0,0
980,2016-12-09,39770,40080,38870,40080,177470,41281.6,36072.7,38329.0045,0,0
981,2016-12-12,40630,41480,40080,40080,171330,41220.8,36147.2,38329.0045,0,0
982,2016-12-13,40690,40690,39170,39480,123920,41146.8,36217.25,38329.0045,0,0
983,2016-12-14,38930,39770,38930,39480,68590,41066.8,36284.1,38329.0045,0,0
984,2016-12-15,39480,39480,38820,39110,114660,40992.6,36345.95,38329.0045,0,0
985,2016-12-16,39420,39420,38570,38990,111530,40911.2,36398.3,38329.0045,0,0
986,2016-12-19,39770,39770,39170,39420,89160,40879.8,36456.25,38329.0045,0,0
987,2016-12-20,39420,39480,38570,38620,128610,40777.8,36512.5,38329.0045,0,0
988,2016-12-21,39110,39600,38930,39480,148590,40711,36570.45,38329.0045,0,0
989,2016-12-22,39980,40170,39790,39980,74520,40648.2,36631.45,38329.0045,0,0
990,2016-12-23,39980,40040,39040,39040,91970,40569,36687.5,38329.0045,0,0
991,2016-12-26,39670,39670,38470,38470,33570,40494.2,36745.55,38329.0045,0,0
992,2016-12-27,38410,38660,35830,37770,122290,40417.4,36798.95,41031.26075,0,1
993,2016-12-28,37770,38090,37520,37710,199190,40332.2,36846.05,41031.26075,0,0
994,2016-12-29,37710,37840,37590,37590,158240,40245.8,36894.65,40813.2732,0,0
995,2016-12-30,37590,38280,37590,38160,63220,40170.8,36949.75,40813.2732,0,0
996,2017-01-03,38410,38410,37710,37840,119390,40100.2,37001.7,40813.2732,0,0
997,2017-01-04,37770,38910,37710,38720,144060,40045,37055.35,40813.2732,0,0
998,2017-01-05,38910,38910,38410,38720,30860,39997,37112.9,40813.2732,0,0
999,2017-01-06,38720,38720,38030,38030,73420,39934.2,37166.7,40813.2732,0,0
1000,2017-01-09,38030,38530,37770,38090,210470,39870,37220.8,40737.91264,0,0
1001,2017-01-10,38280,38280,37660,37770,145150,39823.8,37278.45,40453.92512,0,0
1002,2017-01-11,37770,38090,37770,38030,52950,39776.6,37338.95,40196.22153,0,0
1003,2017-01-12,38090,38350,37910,38090,35960,39738,37405.75,40196.22153,0,0
1004,2017-01-13,38090,38280,37520,37520,172210,39695.2,37468.2,40052.32603,0,0
1005,2017-01-16,37520,37520,36320,36520,292540,39627.4,37528.95,39279.13659,0,0
1006,2017-01-17,36270,36520,35630,35700,274310,39524,37583.8,38478.54565,0,0
1007,2017-01-18,35700,36270,35700,36140,250630,39424.4,37634.85,38289.4677,0,0
1008,2017-01-19,35880,36140,35880,36140,48270,39332.2,37682.5,38096.6866,0,0
1009,2017-01-20,36140,36640,35880,36580,88440,39237.8,37732.35,38096.6866,0,0
1010,2017-01-23,36580,36830,35880,36830,143830,39147,37780.8,38096.6866,0,0
1011,2017-01-24,37150,38030,36830,37770,158760,39088.6,37832.4,38096.6866,0,0
1012,2017-01-25,37770,37840,37470,37840,190060,39029,37882.25,38096.6866,0,0
1013,2017-02-02,37970,38410,37970,38090,102440,38973.4,37934.25,38096.6866,0,0
1014,2017-02-03,38090,38090,37270,37470,174630,38906.4,37981.95,38096.6866,0,0
1015,2017-02-06,37470,38410,37020,37770,415830,38845.4,38037.2,38096.6866,0,0
1016,2017-02-07,37770,38090,37660,37770,230780,38783.4,38090.95,38096.6866,0,0
1017,2017-02-08,37770,37770,37220,37220,118350,38693.4,38133.5,38096.6866,0,0
1018,2017-02-09,35880,36830,35770,36520,2471360,38590.4,38166.8,38096.6866,0,0
1019,2017-02-10,36520,37470,36460,37150,774350,38505,38206.85,38096.6866,0,0
1020,2017-02-13,37150,37400,37020,37220,646920,38423.4,38243.65,38096.6866,0,0
1021,2017-02-14,37150,37470,36830,37220,1178960,38341.8,38277.4,38096.6866,0,0
1022,2017-02-15,37270,37270,36970,37220,943370,38302.8,38309.65,38096.6866,0,0
1023,2017-02-16,37150,37770,37020,37330,1044840,38273,38342.45,38096.6866,0,0
1024,2017-02-17,37400,37520,37020,37080,507400,38185,38375.5,38096.6866,0,0
1025,2017-02-20,37080,37270,36710,37150,545730,38103.2,38410.45,38096.6866,0,0
1026,2017-02-21,37150,38030,37080,37590,1564800,38047.2,38446.05,38096.6866,0,0
1027,2017-02-22,37970,39040,37970,39040,2022590,38015.4,38487.4,36070.49384,1,0
1028,2017-02-23,39290,39920,39100,39670,1381370,38015.6,38531.9,37046.13758,0,0
1029,2017-02-24,39670,39730,38850,38850,749570,38003,38569.3,37046.13758,0,0
1030,2017-02-27,38600,38970,38220,38970,868170,37980.8,38605.8,37046.13758,0,0
1031,2017-02-28,39040,39220,37970,37970,665120,37938.6,38632.8,37046.13758,0,0
1032,2017-03-01,38030,38030,36970,37080,1311380,37890.6,38650.8,37046.13758,0,0
1033,2017-03-02,37400,37470,36520,36520,926350,37831.4,38655.45,39731.04594,0,1
1034,2017-03-03,36520,37080,36210,36900,487640,37787.2,38665.05,39363.03938,0,0
1035,2017-03-06,36830,37150,36640,36640,672260,37740.2,38674.8,39363.03938,0,0
1036,2017-03-07,36520,36710,36210,36640,979520,37684.6,38684.55,38858.55954,0,0
1037,2017-03-08,36770,36770,36270,36390,434580,37640,38696.1,38790.1939,0,0
1038,2017-03-09,36140,36140,35770,35770,1168640,37565.8,38704.55,38166.59477,0,0
1039,2017-03-10,35630,35630,34880,35130,1316700,37468.8,38706.75,37532.08123,0,0
1040,2017-03-13,34630,35010,33940,34440,869240,37376.8,38707.05,36936.78391,0,0
1041,2017-03-14,34440,35510,34440,34630,607090,37300,38709.8,36936.78391,0,0
1042,2017-03-15,34630,35070,34500,34630,684900,37237.2,38711.05,36936.78391,0,0
1043,2017-03-16,35260,35260,34820,35010,566040,37183.2,38705.15,36936.78391,0,0
1044,2017-03-17,34940,35010,34630,34630,562130,37124,38697.35,36936.78391,0,0
1045,2017-03-20,34630,34820,34500,34500,604570,37050.8,38684.35,36675.44307,0,0
1046,2017-03-21,34630,34820,34250,34250,503250,36979,38673.1,36506.80835,0,0
1047,2017-03-22,34120,34250,33370,33370,1255270,36872,38657.45,35877.2643,0,0
1048,2017-03-23,33370,34120,33370,33500,971180,36767.6,38639.45,35838.3694,0,0
1049,2017-03-24,33620,34320,33620,34320,516030,36693.4,38628.55,35838.3694,0,0
1050,2017-03-27,34190,34250,33810,34010,555010,36611.8,38611.6,35838.3694,0,0
1051,2017-03-28,34010,34010,33680,33750,319850,36531.4,38597.85,35750.24137,0,0
1052,2017-03-29,34060,34380,33750,33870,552250,36448.2,38586.25,35750.24137,0,0
1053,2017-03-30,34010,34440,34010,34250,362230,36371.4,38576.55,35750.24137,0,0
1054,2017-03-31,34630,34820,34380,34630,532050,36313.6,38564.2,35750.24137,0,0
1055,2017-04-03,34500,34820,34320,34440,428240,36272,38555.45,35750.24137,0,0
1056,2017-04-04,34630,34630,34010,34190,551270,36241.8,38546.95,35750.24137,0,0
1057,2017-04-05,34630,34700,34320,34500,535710,36209,38533.95,35750.24137,0,0
1058,2017-04-07,34820,36020,34700,36020,1555420,36206.6,38531.55,33191.48335,1,0
1059,2017-04-10,36650,36650,36140,36270,485730,36200.4,38530.4,34266.27144,0,0
1060,2017-04-11,36330,36650,35880,36210,718510,36188,38527.5,34266.27144,0,0
1061,2017-04-12,36330,36330,35320,35320,733350,36139,38523.15,34266.27144,0,0
1062,2017-04-13,35950,35950,34620,34870,678760,36079.6,38515,34266.27144,0,0
1063,2017-04-14,35060,35060,34100,34360,568130,36005,38504.3,34266.27144,0,0
1064,2017-04-17,34550,35120,34230,34420,463270,35944,38489.4,34266.27144,0,0
1065,2017-04-18,34480,35180,34420,35120,457560,35891,38476.5,34266.27144,0,0
1066,2017-04-19,35180,35320,34870,35060,247430,35836.8,38454.2,34266.27144,0,0
1067,2017-04-20,34680,34680,34420,34420,405730,35780.8,38425.7,34266.27144,0,0
1068,2017-04-21,34360,34680,34170,34170,256750,35733.8,38398.95,36622.66315,0,1
1069,2017-04-24,34170,34740,34030,34480,361260,35680.4,38376.8,36572.99699,0,0
1070,2017-04-25,34420,34550,34230,34230,110460,35620.6,38345.85,36402.56885,0,0
1071,2017-04-26,34290,34740,34170,34740,334940,35571,38320.5,36402.56885,0,0
1072,2017-04-27,34740,35690,34680,35570,1008680,35538,38305.3,36402.56885,0,0
1073,2017-04-28,35440,35690,34740,35380,498570,35499,38287.65,36402.56885,0,0
1074,2017-05-03,35060,35440,34990,35180,651080,35461,38264.5,36402.56885,0,0
1075,2017-05-04,35060,35180,34920,35180,623850,35421.6,38245.85,36402.56885,0,0
1076,2017-05-05,34740,34990,34680,34800,238870,35365.8,38226.8,36402.56885,0,0
1077,2017-05-08,34800,35250,34800,35060,402680,35286.2,38206.05,36402.56885,0,0
1078,2017-05-09,34990,35510,34920,35440,561550,35201.6,38190.2,36402.56885,0,0
1079,2017-05-10,35630,35690,35060,35060,296500,35125.8,38177,36402.56885,0,0
1080,2017-05-11,35380,35380,34990,35120,125850,35048.8,38162.6,36402.56885,0,0
1081,2017-05-12,35250,35250,34680,34740,260390,34984.2,38150.8,36402.56885,0,0
1082,2017-05-15,34740,34740,34420,34480,360800,34932.2,38136.2,36179.78552,0,0
1083,2017-05-16,34920,34920,34740,34800,198540,34897.8,38132.25,36179.78552,0,0
1084,2017-05-17,34870,34870,34420,34680,176600,34853.4,38123.15,36174.84242,0,0
1085,2017-05-18,34680,35120,34550,34870,461480,34818,38122.6,36174.84242,0,0
1086,2017-05-19,35060,35950,35060,35630,1110510,34797.8,38124.3,36174.84242,0,0
1087,2017-05-22,36330,37230,36270,37030,1581550,34810.6,38128.5,34524.67649,1,0
1088,2017-05-23,37030,37290,36580,36580,469660,34826.8,38131.95,34723.29414,0,0
1089,2017-05-24,36580,36650,36080,36400,472380,34852.2,38136,34723.29414,0,0
1090,2017-05-25,36970,37360,36580,37030,940320,34904,38141.7,34724.25692,0,0
1091,2017-05-26,36400,36840,36210,36210,595270,34935.6,38143.3,34724.25692,0,0
1092,2017-05-29,36330,37170,36210,36970,639880,34982.4,38145.65,34724.25692,0,0
1093,2017-05-30,36970,37030,36080,36080,408770,35003.8,38140.55,34724.25692,0,0
1094,2017-05-31,36330,36330,35380,35440,391640,35020,38130.75,34724.25692,0,0
1095,2017-06-01,35380,35630,35250,35510,412340,35040.2,38121.3,34724.25692,0,0
1096,2017-06-02,35570,35570,34740,34800,944820,35051.2,38105.3,34724.25692,0,0
1097,2017-06-05,34800,35250,34680,35180,245020,35087.4,38088.15,34724.25692,0,0
1098,2017-06-06,35180,35320,35060,35320,314000,35123.8,38073.2,34724.25692,0,0
1099,2017-06-07,35180,35820,35180,35380,631150,35145,38058.55,34724.25692,0,0
1100,2017-06-08,34990,35630,34480,35380,404080,35172.4,38048.45,34724.25692,0,0
1101,2017-06-09,35380,35380,34870,34990,279320,35197.2,38028.85,34724.25692,0,0
1102,2017-06-12,34990,35570,34920,35180,362400,35223.4,38007.15,34724.25692,0,0
1103,2017-06-13,35180,35820,35060,35820,444780,35254.8,37994.7,34724.25692,0,0
1104,2017-06-14,35880,36770,35880,36650,1090870,35295.2,37986.4,34724.25692,0,0
1105,2017-06-15,36330,36580,36020,36270,457380,35331.8,37980.75,34724.25692,0,0
1106,2017-06-16,36270,36970,36270,36650,613830,35381,37972.45,34724.25692,0,0
1107,2017-06-19,37290,37290,36840,37100,1080490,35433,37967.95,34933.08253,0,0
1108,2017-06-20,37030,37230,36910,37030,711980,35453.2,37958.55,35105.49931,0,0
1109,2017-06-21,36770,36970,36330,36770,738120,35463.2,37949.35,35105.49931,0,0
1110,2017-06-22,36650,36770,36140,36330,686630,35465.6,37939.45,35105.49931,0,0
1111,2017-06-23,36330,36400,35690,36140,360190,35482,37930.15,35105.49931,0,0
1112,2017-06-26,36330,36470,36140,36330,209750,35511.2,37918.75,35105.49931,0,0
1113,2017-06-27,36470,37170,36330,36580,577840,35555.6,37911.65,35105.49931,0,0
1114,2017-06-28,36850,37230,36650,37110,516800,35609.4,37902.65,35105.49931,0,0
1115,2017-06-29,36980,37230,36980,37110,549030,35649.2,37893.65,35329.62633,0,0
1116,2017-06-30,37300,38150,37230,37750,1282490,35703,37892.05,35722.53686,0,0
1117,2017-07-03,38020,38660,37690,38600,868690,35786.6,37893.5,36072.88874,0,0
1118,2017-07-04,38270,38400,37560,38210,394690,35867.4,37893,36072.88874,0,0
1119,2017-07-05,38210,38980,38150,38920,1598410,35956.2,37897.6,36282.83662,0,0
1120,2017-07-06,38920,39370,38660,39310,719680,36057.8,37903.55,36754.57425,0,0
1121,2017-07-07,39310,39440,38850,39310,728970,36149.2,37907.05,36954.63507,0,0
1122,2017-07-10,39170,39370,38660,39050,1071320,36218.8,37903.25,36954.63507,0,0
1123,2017-07-11,38980,39170,38470,38920,458340,36289.6,37894,36954.63507,0,0
1124,2017-07-12,39110,40800,38980,40470,1483860,36395.4,37891.85,37224.23083,0,0
1125,2017-07-13,40610,41440,40340,40920,882290,36510.2,37889.55,38133.62643,0,0
1126,2017-07-14,41120,41630,40800,41120,750170,36636.6,37888.55,38496.67979,0,0
1127,2017-07-17,41250,41250,40020,40220,723250,36739.8,37880.6,38496.67979,0,0
1128,2017-07-18,39630,40220,39250,39310,509580,36817.2,37866.05,38496.67979,0,0
1129,2017-07-19,39510,40730,39510,40610,687010,36928.2,37848.35,38496.67979,0,0
1130,2017-07-20,40470,40730,39310,40150,253890,37028.8,37835,38496.67979,0,0
1131,2017-07-21,40800,40800,38850,38850,462650,37111,37813.65,38496.67979,0,0
1132,2017-07-24,37820,39170,37560,38600,772050,37193.4,37790.75,38496.67979,0,0
1133,2017-07-25,38080,39510,38080,39170,284880,37280.8,37769.2,38496.67979,0,0
1134,2017-07-26,39820,40020,39440,39700,332530,37381.2,37753.6,38496.67979,0,0
1135,2017-07-27,39310,39700,38920,39250,350280,37468.8,37734.55,38496.67979,0,0
1136,2017-07-28,39250,39820,39250,39820,338940,37552.6,37728.7,38496.67979,0,0
1137,2017-07-31,40080,40800,39820,40540,513860,37622.8,37712.8,38496.67979,0,0
1138,2017-08-01,40540,41570,40470,41570,811680,37722.6,37706.55,38496.67979,0,0
1139,2017-08-02,41180,41840,40670,41320,580980,37821,37697.55,38496.67979,0,0
1140,2017-08-03,40990,41570,40920,41320,465420,37906.8,37689.15,38496.67979,0,0
1141,2017-08-04,41320,41320,40730,40800,576960,37998.6,37682.1,38496.67979,0,0
1142,2017-08-07,40800,41970,40540,41510,635240,38089.4,37681.6,38496.67979,0,0
1143,2017-08-08,41770,42090,41440,41770,516540,38203.2,37680.6,38847.90355,0,0
1144,2017-08-09,41510,41770,40470,41060,458730,38315.6,37676.35,38847.90355,0,0
1145,2017-08-10,40870,41250,40470,40800,272390,38421.4,37670.8,38847.90355,0,0
1146,2017-08-11,40610,41120,39570,39700,498850,38519.4,37662.45,38847.90355,0,0
1147,2017-08-14,39700,40150,39510,40020,149840,38616.2,37655.15,38847.90355,0,0
1148,2017-08-15,40080,40080,39310,39370,294210,38697.2,37646.4,38847.90355,0,0
1149,2017-08-16,39440,40340,39170,40340,187980,38796.4,37642.25,38847.90355,0,0
1150,2017-08-17,39890,40340,39510,39510,169350,38879,37633.3,38847.90355,0,0
1151,2017-08-18,38920,39630,38920,39440,155160,38968,37630.1,38847.90355,0,0
1152,2017-08-21,39510,39820,39440,39570,126800,39055.8,37626,38847.90355,0,0
1153,2017-08-22,39570,39700,39250,39310,253080,39125.6,37622.45,38847.90355,0,0
1154,2017-08-23,39310,39510,39250,39510,105000,39182.8,37621.7,38847.90355,0,0
1155,2017-08-24,39510,40080,39510,39770,239980,39252.8,37621,38847.90355,0,0
1156,2017-08-25,39770,40270,39700,39770,189640,39315.2,37615.5,38847.90355,0,0
1157,2017-08-28,39770,40870,39770,40800,582890,39389.2,37613.9,38847.90355,0,0
1158,2017-08-29,40470,40800,40220,40540,293560,39459.4,37612.85,38847.90355,0,0
1159,2017-08-30,40540,40800,40150,40540,285860,39534.8,37609.05,38847.90355,0,0
1160,2017-08-31,40540,40730,40150,40540,222080,39619,37604.9,38847.90355,0,0
1161,2017-09-01,40730,41570,40730,41120,755320,39718.6,37607.05,38933.13694,0,0
1162,2017-09-05,41250,42420,41120,41900,604870,39830,37612.45,39312.68881,0,0
1163,2017-09-06,42030,42540,41900,42160,557740,39941.6,37618.9,39839.44755,0,0
1164,2017-09-07,42160,43770,42090,43000,1045650,40059.4,37629.8,40169.52647,0,0
1165,2017-09-08,43000,44100,43000,43580,1176330,40188.8,37643.6,40712.45126,0,0
1166,2017-09-11,43580,43580,42420,42740,726030,40288.6,37652.95,40712.45126,0,0
1167,2017-09-12,42480,42870,42350,42740,551400,40371.4,37658.05,40712.45126,0,0
1168,2017-09-13,42870,43390,42740,43130,401930,40469.8,37665.35,40712.45126,0,0
1169,2017-09-14,43390,46110,43390,44680,935560,40585,37681.65,41225.64216,0,0
1170,2017-09-15,45340,45530,44680,45020,450920,40699.2,37700.25,41719.83614,0,0
1171,2017-09-18,45270,45270,44620,44950,430400,40812,37718.5,41764.85955,0,0
1172,2017-09-19,45020,45070,44420,44560,725660,40922.2,37745.45,41764.85955,0,0
1173,2017-09-20,44020,44560,43440,44560,593650,41035,37774.15,41764.85955,0,0
1174,2017-09-21,44160,44680,43830,44680,300880,41119.2,37790.15,41764.85955,0,0
1175,2017-09-22,44360,45270,44360,45020,405840,41201.2,37809.05,41868.11453,0,0
1176,2017-09-25,45020,45210,44680,45020,125620,41279.2,37832.2,42191.95531,0,0
1177,2017-09-26,45210,45990,45210,45670,633130,41388.2,37857.4,42824.53312,0,0
1178,2017-09-27,45600,46660,45410,46460,526360,41531.2,37891.4,43120.3141,0,0
1179,2017-09-28,46130,46980,46130,46460,497770,41648.2,37926.3,43692.41209,0,0
1180,2017-09-29,46130,46460,45410,45410,348210,41753.4,37952.95,43692.41209,0,0
1181,2017-10-02,45410,46130,45410,45670,442170,41889.8,37980.9,43692.41209,0,0
1182,2017-10-03,45670,45740,44950,45210,267850,42022,38009.55,43692.41209,0,0
1183,2017-10-04,45210,45670,44820,45670,440790,42152,38040.5,43692.41209,0,0
1184,2017-10-05,45670,45800,44680,44680,864180,42251.6,38068.35,43692.41209,0,0
1185,2017-10-06,44680,44680,44420,44560,527450,42357.8,38096.2,43692.41209,0,0
1186,2017-10-09,44420,45020,44160,44360,375540,42448.6,38120.9,43692.41209,0,0
1187,2017-10-10,44360,44360,43960,44090,692210,42519.6,38148.25,43692.41209,0,0
1188,2017-10-11,44560,45020,44480,44820,580150,42584.6,38174.95,43692.41209,0,0
1189,2017-10-12,45020,45470,44680,45270,718730,42663.6,38201.4,43692.41209,0,0
1190,2017-10-13,45020,46200,45020,45990,1256910,42757,38236.15,43692.41209,0,0
1191,2017-10-16,46130,46660,45470,45600,549810,42853,38271.8,43692.41209,0,0
1192,2017-10-17,45670,45870,45270,45600,310840,42934.8,38310.95,43692.41209,0,0
1193,2017-10-18,45670,46590,45340,45670,617790,43012.8,38350.75,43692.41209,0,0
1194,2017-10-19,45670,46460,45670,46200,634880,43115.6,38393.8,43692.41209,0,0
1195,2017-10-20,45990,47170,45990,46460,642160,43228.8,38435.3,43769.48757,0,0
1196,2017-10-23,46520,46660,44750,44750,626330,43329.8,38469.85,43769.48757,0,0
1197,2017-10-24,44560,45800,44360,45800,704810,43445.4,38505.25,43769.48757,0,0
1198,2017-10-25,45740,46130,45470,45870,455400,43575.4,38541,43769.48757,0,0
1199,2017-10-26,45800,45930,45020,45070,519670,43670,38576.2,43769.48757,0,0
1200,2017-10-27,45070,45530,44620,45530,273010,43790.4,38613.4,43769.48757,0,0
1201,2017-10-30,46130,48500,46130,47900,2168000,43959.6,38664.05,43769.48757,0,0
1202,2017-10-31,47900,48560,46980,46980,927460,44107.8,38708.8,43769.48757,0,0
1203,2017-11-01,47770,48170,47320,47970,838420,44281,38758.2,43790.60463,0,0
1204,2017-11-02,48170,48500,47170,47710,735730,44445,38809.15,43875.51825,0,0
1205,2017-11-03,47710,48300,47570,48300,571850,44615.6,38868.05,44228.30136,0,0
1206,2017-11-06,48620,49620,48500,49280,499030,44805.8,38935.95,45317.11545,0,0
1207,2017-11-07,50070,50200,49080,49080,649940,44971.4,39000.65,45951.81324,0,0
1208,2017-11-08,49220,50600,49220,50340,693240,45167.4,39071.65,46097.26849,0,0
1209,2017-11-09,49940,50600,49810,50470,545450,45366,39141.1,46598.37299,0,0
